entry_number,soloist_instrument,soloist_name,soloist_roles,season,program_id,id
28285,Trombone,"Zawicki, Timothy",A,1972-73,3683,f62d8022-bf53-4c4c-826a-bcd231bad000
28286,Tenor Tuba,"Erwin, Edward",A,1972-73,3683,f62d8022-bf53-4c4c-826a-bcd231bad000
28288,Piano,"Bolet, Jorge",S,1972-73,11975,25cd12d6-3f41-4e92-b20a-9082268e51d6
28289,Oboe,"Gomberg, Harold",S,1972-73,11975,25cd12d6-3f41-4e92-b20a-9082268e51d6
28290,Violin,"Banat, Gabriel",A,1972-73,11975,25cd12d6-3f41-4e92-b20a-9082268e51d6
28291,Violin,"Sambuco, Gino",A,1972-73,11975,25cd12d6-3f41-4e92-b20a-9082268e51d6
28292,Viola,"Lehr, Barry",A,1972-73,11975,25cd12d6-3f41-4e92-b20a-9082268e51d6
28293,Cello,"Benedetti, Evangeline",A,1972-73,11975,25cd12d6-3f41-4e92-b20a-9082268e51d6
28294,Contrabass,"O'Brien, Orin",A,1972-73,11975,25cd12d6-3f41-4e92-b20a-9082268e51d6
28295,Harpsichord,"Prince-Joseph, Bruce",A,1972-73,11975,25cd12d6-3f41-4e92-b20a-9082268e51d6
28296,Bassoon,"Bial, Bert",S,1972-73,11975,25cd12d6-3f41-4e92-b20a-9082268e51d6
28297,Cello,"Stutch, Nathan",S,1972-73,11975,25cd12d6-3f41-4e92-b20a-9082268e51d6
28299,Soprano,"Blegen, Judith",S,1972-73,3687,45db3582-1ae4-4c55-a35b-1ed8f8a7aa37
28300,Mezzo-Soprano,"Fassbaender, Brigitte",S,1972-73,3687,45db3582-1ae4-4c55-a35b-1ed8f8a7aa37
28301,Tenor,"Schreier, Peter",S,1972-73,3687,45db3582-1ae4-4c55-a35b-1ed8f8a7aa37
28302,Bass,"Plishka, Paul",S,1972-73,3687,45db3582-1ae4-4c55-a35b-1ed8f8a7aa37
28303,Chorus,"Camerata Singers, The",S,1972-73,3687,45db3582-1ae4-4c55-a35b-1ed8f8a7aa37
28304,Piano,"Johannesen, Grant",S,1972-73,5041,38036b19-e1cf-43d5-adad-2e4f1249bc6a
28305,Koto,"Yuize, Shinichi",A,1972-73,5041,38036b19-e1cf-43d5-adad-2e4f1249bc6a
28306,Flute,"Baker, Julius",A,1972-73,5041,38036b19-e1cf-43d5-adad-2e4f1249bc6a
28307,Violin,"Jenson, Dylana",S,1972-73,5046,d33aa28a-dc6c-45c4-9827-3cd4a53972d5
28308,Mezzo-Soprano,"Killebrew, Gwendolyn",S,1972-73,5050,806b2961-f0b8-4a7a-8f0a-457e009f3cce
28309,Dancer,"Villella, Edward",S,1972-73,5050,806b2961-f0b8-4a7a-8f0a-457e009f3cce
28310,Dancer,"McBride, Patricia",S,1972-73,5050,806b2961-f0b8-4a7a-8f0a-457e009f3cce
28311,Piano,"Anievas, Agustin",S,1972-73,5055,7fa4ede8-603d-40ca-be6f-272a873dd54e
28312,Clarinet,"Drucker, Stanley",S,1972-73,2054,b328678b-608e-4df1-9da9-8f4b64952128
28313,Soprano,"Costa, Mary",S,1972-73,2060,733018d6-e231-4f89-bf68-f7d23abc7aed
28319,Violin,"Druian, Rafael",S,1972-73,4189,bed32acf-eef1-489e-a7b8-150e8bd59436
28320,Oboe,"West, Philip",S,1972-73,4189,bed32acf-eef1-489e-a7b8-150e8bd59436
28321,French Horn,"Cerminaro, John",S,1972-73,4189,bed32acf-eef1-489e-a7b8-150e8bd59436
28322,French Horn,"Carabella, John",S,1972-73,4189,bed32acf-eef1-489e-a7b8-150e8bd59436
28323,Mezzo-Soprano,"DeGaetani, Jan",S,1972-73,4189,bed32acf-eef1-489e-a7b8-150e8bd59436
28324,Boy Soprano,"Ulin, David",S,1972-73,4189,bed32acf-eef1-489e-a7b8-150e8bd59436
28325,Oboe,"West, Philip",A,1972-73,4189,bed32acf-eef1-489e-a7b8-150e8bd59436
28326,Mandolin,"Finckel, Michael",A,1972-73,4189,bed32acf-eef1-489e-a7b8-150e8bd59436
28327,Harp,"Rosen, Myor",A,1972-73,4189,bed32acf-eef1-489e-a7b8-150e8bd59436
28328,Piano,"Jacobs, Paul",A,1972-73,4189,bed32acf-eef1-489e-a7b8-150e8bd59436
28329,Percussion,"Lang, Morris ""Arnie""",A,1972-73,4189,bed32acf-eef1-489e-a7b8-150e8bd59436
28330,Percussion,"Fitz, Richard",A,1972-73,4189,bed32acf-eef1-489e-a7b8-150e8bd59436
28331,Percussion,"Desroches, Raymond",A,1972-73,4189,bed32acf-eef1-489e-a7b8-150e8bd59436
28332,Violin,"Druian, Rafael",A,1972-73,4199,6ba9d834-c3e0-4d26-862a-b589ef6fbb24
28333,Cello,"Stutch, Nathan",A,1972-73,4199,6ba9d834-c3e0-4d26-862a-b589ef6fbb24
28334,Flute,"Baker, Julius",A,1972-73,4199,6ba9d834-c3e0-4d26-862a-b589ef6fbb24
28335,Oboe,"Gomberg, Harold",A,1972-73,4199,6ba9d834-c3e0-4d26-862a-b589ef6fbb24
28336,English Horn,"West, Philip",A,1972-73,4199,6ba9d834-c3e0-4d26-862a-b589ef6fbb24
28337,Clarinet,"Drucker, Stanley",A,1972-73,4199,6ba9d834-c3e0-4d26-862a-b589ef6fbb24
28338,Bassoon,"Goltzer, Harold",A,1972-73,4199,6ba9d834-c3e0-4d26-862a-b589ef6fbb24
28339,Bassoon,"Ruggieri, Frank",A,1972-73,4199,6ba9d834-c3e0-4d26-862a-b589ef6fbb24
28340,Trumpet,"Ware, John",A,1972-73,4199,6ba9d834-c3e0-4d26-862a-b589ef6fbb24
28341,Trumpet,"San Filippo, Richard",A,1972-73,4199,6ba9d834-c3e0-4d26-862a-b589ef6fbb24
28342,Trombone,"Herman, Edward, Jr.",A,1972-73,4199,6ba9d834-c3e0-4d26-862a-b589ef6fbb24
28343,Trombone,"Biddlecome, Robert",A,1972-73,4199,6ba9d834-c3e0-4d26-862a-b589ef6fbb24
28344,Harp,"Rosen, Myor",S,1972-73,4199,6ba9d834-c3e0-4d26-862a-b589ef6fbb24
28345,Flute,"Baker, Julius",S,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28346,Harpsichord,"Prince-Joseph, Bruce",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28347,Violin,"Druian, Rafael",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28348,Cello,"Stutch, Nathan",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28349,Flute,"Baker, Julius",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28350,Clarinet,"Drucker, Stanley",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28351,Bass Clarinet,"Freeman, Stephen",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28352,Bassoon,"Goltzer, Harold",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28353,Trumpet,"Ware, John",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28354,Trombone,"Herman, Edward, Jr.",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28355,Harp,"Rosen, Myor",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28356,Piano,"Jacobs, Paul",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28357,Harp,"Rosen, Myor",S,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28359,Bass,"Michalski, Raymond",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28360,Tenor,"Johnson, Robert",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28361,Tenor,"Best, Michael",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28362,Bass,"Frisch, Richard",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28374,Cimbalom,"Koves-Steiner, Toni",A,1972-73,4206,d96600fb-2262-4668-a9a0-8312684304ff
28375,Piano,"Gutierrez, Horacio",S,1972-73,5517,34f29d23-1b7e-4f15-a4b1-dd905dc3554f
28376,Percussion,"Kohloff, Roland",S,1972-73,5522,8d634b0a-eeb5-456a-a9e1-fdeac944d80e
28377,Percussion,"Rosenberger, Walter",S,1972-73,5522,8d634b0a-eeb5-456a-a9e1-fdeac944d80e
28378,Percussion,"Lang, Morris ""Arnie""",S,1972-73,5522,8d634b0a-eeb5-456a-a9e1-fdeac944d80e
28379,Percussion,"Fitz, Richard",S,1972-73,5522,8d634b0a-eeb5-456a-a9e1-fdeac944d80e
28380,Violin,"Senofsky, Berl",S,1972-73,5522,8d634b0a-eeb5-456a-a9e1-fdeac944d80e
28381,Piano,"Cliburn, Van",S,1973-74,7253,45c5e068-eb86-42d4-9017-7a86152515c7
28382,Flute,"Baker, Julius",S,1973-74,10236,8f658ac6-5871-40d5-a4c0-f3c7f3fbeb4f
28383,Harpsichord,"Prince-Joseph, Bruce",A,1973-74,10236,8f658ac6-5871-40d5-a4c0-f3c7f3fbeb4f
28384,French Horn,"Cerminaro, John",S,1973-74,10236,8f658ac6-5871-40d5-a4c0-f3c7f3fbeb4f
28385,Cello,"Munroe, Lorne",S,1973-74,10236,8f658ac6-5871-40d5-a4c0-f3c7f3fbeb4f
28386,Cello,"Munroe, Lorne",S,1973-74,10228,13f4d171-95d5-43fb-aee0-7dcf23392bb9
28387,Cello,"Munroe, Lorne",S,1973-74,10230,7c16628a-3e53-4cc6-a15a-7ff0ed941a2a
28388,Cello,"Munroe, Lorne",S,1973-74,10232,9b8ecbf8-09f1-4ae4-9a57-8ceec09ab7d9
28389,Cello,"Munroe, Lorne",S,1973-74,10233,5c74d09d-0eaf-459f-91f1-06b8ee880c05
28390,Piano,"Ashkenazy, Vladimir",S,1973-74,5568,cf68b2d5-7462-472b-a3f9-1b63a91e5472
28391,Soprano,"Blegen, Judith",S,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28392,Soprano,"Bryn-Julson, Phyllis",S,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28393,Mezzo-Soprano,"Harris, Hilda",S,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28394,Mezzo-Soprano,"Killebrew, Gwendolyn",S,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28395,Contralto,"Parker, Louise",S,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28396,Tenor,"Burrows, Stuart",S,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28397,Baritone,"Prey, Hermann",S,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28398,Bass-Baritone,"Shirley-Quirk, John",S,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28399,Chorus,"Camerata Singers, The",S,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28400,Soprano,"Laurence, Eileen",A,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28401,Vocalist,"Hamilton, Bonnie",A,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28402,Alto,"Gunter, Jane",A,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28403,Mezzo-Soprano,"Crouch, Barbara",A,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28404,Vocalist,"Perry, Douglas",A,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28405,Vocalist,"Long, Jon",A,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28406,Vocalist,"Zimmerman, Edward",A,1973-74,5571,7a1df013-5591-44e0-b82d-2268f0d6b7aa
28407,Guitar,"Romero, Angel",S,1973-74,5574,ce31f19b-ff50-4f8f-9565-531a75c15300
28408,English Horn,"Stacy, Thomas",S,1973-74,5574,ce31f19b-ff50-4f8f-9565-531a75c15300
28409,Piano,"Serkin, Peter",S,1973-74,5579,5db455b2-1258-42a0-a7a4-bac750a07dc3
28410,Piano,"Janis, Byron",S,1973-74,1889,68443b17-2445-42c6-bf29-dc845de09200
28411,Piano,"Lowenthal, Jerome",S,1973-74,1896,7b65a567-7d9f-40da-a0c4-35f18455e8f6
28412,Soprano,"Laurence, Eileen",A,1973-74,1917,c943ca79-966d-431c-900e-d66de3af6b41
28413,Chorus,"Camerata Singers, The",S,1973-74,1917,c943ca79-966d-431c-900e-d66de3af6b41
28414,Womens Chorus,"Camerata Singers, The",S,1973-74,1917,c943ca79-966d-431c-900e-d66de3af6b41
28415,Piano,"Serkin, Rudolf",S,1973-74,6256,d2d62aef-d23d-43fc-a4b4-304202d9528d
28417,Piano,"Eschenbach, Christoph",S,1973-74,6260,957cbe75-0d3d-4794-8111-b63ff0c733a6
28418,Piano,"Thomas, Michael Tilson",S,1973-74,3308,1d1a7c92-f8f5-4814-a4fc-767f250ed76c
28419,Vocalist,"Marshall, Larry",S,1973-74,3308,1d1a7c92-f8f5-4814-a4fc-767f250ed76c
28421,Soprano,"Moser, Edda",S,1973-74,6266,9eab0e57-3459-4e2d-b9b9-411ac48f2c94
28422,Soprano,"Palmer, Felicity",S,1973-74,6266,9eab0e57-3459-4e2d-b9b9-411ac48f2c94
28423,Mezzo-Soprano,"Allen, Betty",S,1973-74,6266,9eab0e57-3459-4e2d-b9b9-411ac48f2c94
28424,Mezzo-Soprano,"DeGaetani, Jan",S,1973-74,6266,9eab0e57-3459-4e2d-b9b9-411ac48f2c94
28425,Tenor,"Hollweg, Werner",S,1973-74,6266,9eab0e57-3459-4e2d-b9b9-411ac48f2c94
28426,Baritone,"Nimsgern, Siegmund",S,1973-74,6266,9eab0e57-3459-4e2d-b9b9-411ac48f2c94
28427,Bass-Baritone,"Michalski, Raymond",S,1973-74,6266,9eab0e57-3459-4e2d-b9b9-411ac48f2c94
28428,Chorus,Westminster Choir,S,1973-74,6266,9eab0e57-3459-4e2d-b9b9-411ac48f2c94
28429,Boys Choir,Little Church Around the Corner Boys' Choir,S,1973-74,6266,9eab0e57-3459-4e2d-b9b9-411ac48f2c94
28430,Boys Choir,Trinity Boys' Choir,S,1973-74,6266,9eab0e57-3459-4e2d-b9b9-411ac48f2c94
28431,Boys Choir,"St. Paul's Boys' Choir (Westfield, NJ)",S,1973-74,6266,9eab0e57-3459-4e2d-b9b9-411ac48f2c94
28432,Boys Choir,Newark Boys' Choir,S,1973-74,6266,9eab0e57-3459-4e2d-b9b9-411ac48f2c94
28433,Piano,"Pollini, Maurizio",S,1973-74,6274,802272dc-a9f2-48ae-9998-5e43a75c877d
28434,Piano,"Perahia, Murray",S,1973-74,3228,83a03835-c79f-4078-8074-46c794a1b86c
28436,Cello,"Munroe, Lorne",S,1973-74,3233,0075760b-f252-4b19-946b-a5e87590071b
28437,Guest Orchestra,All-City High School Orchestra,S,1973-74,263,02b6eb84-72d2-4f0e-a0b1-b25540a90857
28441,Clarinet,"Drucker, Stanley",S,1973-74,3235,1b5803d6-f2ca-4728-a54b-30a0cabfe051
28442,Narrator,"Leinsdorf, Erich",A,1973-74,3235,1b5803d6-f2ca-4728-a54b-30a0cabfe051
28443,Violin,"Gullino, Frank",A,1973-74,3235,1b5803d6-f2ca-4728-a54b-30a0cabfe051
28444,Violin,"Ginsberg, Marc",A,1973-74,3235,1b5803d6-f2ca-4728-a54b-30a0cabfe051
28445,Viola,"Greitzer, Sol",A,1973-74,3235,1b5803d6-f2ca-4728-a54b-30a0cabfe051
28446,Cello,"Munroe, Lorne",A,1973-74,3235,1b5803d6-f2ca-4728-a54b-30a0cabfe051
28447,Piano,"Jacobs, Paul",A,1973-74,3235,1b5803d6-f2ca-4728-a54b-30a0cabfe051
28448,Piano,"de Larrocha, Alicia",S,1973-74,3241,73192826-e20f-42bb-bc68-0a33e2d7bc0a
28449,Clarinet,"Drucker, Stanley",S,1973-74,4627,b538d170-1b27-43c9-9244-f5e499e6e044
28450,Violin,"Menuhin, Yehudi",S,1973-74,204,a6f5bc79-f3a5-48e5-9881-44aafb859b0e
28451,Boys Choir,Newark Boys' Choir,A,1973-74,4631,9b5eadb7-3559-4cdd-a103-80ec5567ba6b
28452,Oboe,"Roseman, Ronald",S,1973-74,206,c6a4f4ff-e4e5-48e0-bca4-2b83e215742a
28453,Clarinet,"Drucker, Stanley",S,1973-74,206,c6a4f4ff-e4e5-48e0-bca4-2b83e215742a
28454,French Horn,"Cerminaro, John",S,1973-74,206,c6a4f4ff-e4e5-48e0-bca4-2b83e215742a
28455,Bassoon,"Zegler, Manuel",S,1973-74,206,c6a4f4ff-e4e5-48e0-bca4-2b83e215742a
28456,Baritone,"Fischer-Dieskau, Dietrich",S,1973-74,216,08de00bd-e187-45f4-a54d-445988f74108
28457,Violin,"Chapo, Eliot",S,1973-74,222,347d79b2-8818-4ed5-90e6-604787bf9892
28458,Violin,"Schiller, Allan",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28459,Viola,"Mendelson, Ralph",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28460,Flute,"Brook, Paige",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28461,Oboe,"Roseman, Ronald",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28462,Clarinet,"Freeman, Stephen",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28463,French Horn,"De Intinis, Ranier",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28464,Trumpet,"Ware, John",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28465,Trombone,"Erwin, Edward",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28466,Piano,"Oppens, Ursula",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28467,Mezzo-Soprano,"DeGaetani, Jan",S,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28468,Piano,"Kalish, Gilbert",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28481,Cello,"Saks, Toby",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28482,Contrabass,"Norton, Lew",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28484,Flute,"Wion, John",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28487,Bassoon,"Hindell, Leonard",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28489,Percussion,"Rosenberger, Walter",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28490,Percussion,"Gottlieb, Gordon",A,1973-74,3982,e65fd02f-5868-4d7c-acd9-4cb9c0fb2dc6
28491,Contrabass,"O'Brien, Orin",A,1973-74,4573,e1ba15e9-6a0a-4062-a89a-14d0beca08be
28492,Flute,"Baker, Julius",A,1973-74,4573,e1ba15e9-6a0a-4062-a89a-14d0beca08be
28493,Oboe,"Stacy, Thomas",A,1973-74,4573,e1ba15e9-6a0a-4062-a89a-14d0beca08be
28494,Clarinet,"Simenauer, Peter",A,1973-74,4573,e1ba15e9-6a0a-4062-a89a-14d0beca08be
28495,Bassoon,"Goltzer, Harold",A,1973-74,4573,e1ba15e9-6a0a-4062-a89a-14d0beca08be
28496,French Horn,"Cerminaro, John",A,1973-74,4573,e1ba15e9-6a0a-4062-a89a-14d0beca08be
28497,Trumpet,"Schwarz, Gerard",A,1973-74,4573,e1ba15e9-6a0a-4062-a89a-14d0beca08be
28498,Trombone,"Taylor, Stewart",A,1973-74,4573,e1ba15e9-6a0a-4062-a89a-14d0beca08be
28507,Chorus,"Camerata Singers, The",S,1973-74,4573,e1ba15e9-6a0a-4062-a89a-14d0beca08be
28508,Chorus,"Camerata Singers, The",S,1973-74,4577,d9702946-93e8-4bb5-a639-f382f9f97efb
28512,Narrator,"Sterling, Philip",S,1973-74,4577,d9702946-93e8-4bb5-a639-f382f9f97efb
28514,Viola,"Greitzer, Sol",S,1973-74,4577,d9702946-93e8-4bb5-a639-f382f9f97efb
28515,Contrabass,"O'Brien, Orin",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28516,Flute,"Baker, Julius",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28517,Oboe,"Stacy, Thomas",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28518,Clarinet,"Simenauer, Peter",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28519,Bassoon,"Goltzer, Harold",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28520,French Horn,"Cerminaro, John",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28521,Trumpet,"Schwarz, Gerard",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28522,Trombone,"Taylor, Stewart",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28523,Trumpet,"Schwarz, Gerard",S,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28525,Violin,"Gordon, Kenneth",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28526,Viola,"Lehr, Barry",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28527,Cello,"Clement, Paul",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28533,Violin,"Mansfield, Newton",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28537,Piano,"Jacobs, Paul",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28538,Celeste,"Jacobs, Paul",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28539,Cembalo,"Wingreen, Harriet",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28540,Harmonium,"Wingreen, Harriet",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28544,Piccolo,"Heim, William",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28545,"Oboe d'amore, English Horn","Stacy, Thomas",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28548,Clarinet,"Freeman, Stephen",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28549,Bass Clarinet,"Freeman, Stephen",A,1973-74,3335,39415c9d-594c-4001-9ab6-299020931e56
28550,English Horn,"Stacy, Thomas",A,1973-74,11974,265abd46-6d30-48d4-9a8b-ab5e32056909
28551,Violin,"Gordon, Kenneth",A,1973-74,11974,265abd46-6d30-48d4-9a8b-ab5e32056909
28552,Cello,"Saks, Toby",A,1973-74,11974,265abd46-6d30-48d4-9a8b-ab5e32056909
28553,Contrabass,"Deak, Jon",A,1973-74,11974,265abd46-6d30-48d4-9a8b-ab5e32056909
28557,Violin,"Di Cecco, Enrico",A,1973-74,11974,265abd46-6d30-48d4-9a8b-ab5e32056909
28558,Clarinet,"Drucker, Stanley",A,1973-74,11974,265abd46-6d30-48d4-9a8b-ab5e32056909
28559,Clarinet,"Burgio, Michael",A,1973-74,11974,265abd46-6d30-48d4-9a8b-ab5e32056909
28560,Clarinet,"Simenauer, Peter",A,1973-74,11974,265abd46-6d30-48d4-9a8b-ab5e32056909
28561,Clarinet,"Freeman, Stephen",A,1973-74,11974,265abd46-6d30-48d4-9a8b-ab5e32056909
28562,Piano,"Thomas, Michael Tilson",A,1973-74,11974,265abd46-6d30-48d4-9a8b-ab5e32056909
28563,Trumpet,"Schwarz, Gerard",A,1973-74,11974,265abd46-6d30-48d4-9a8b-ab5e32056909
28566,Viola,"Davis, Leonard",A,1973-74,11974,265abd46-6d30-48d4-9a8b-ab5e32056909
28571,Organ,"Prince-Joseph, Bruce",A,1973-74,4580,79b04474-a107-43bd-a05f-dcc3b53a1e2a
28572,French Horn,"Cerminaro, John",S,1973-74,4585,31e0099d-76c4-4dc4-936a-6b8ead3a9ae9
28573,French Horn,"Carabella, John",S,1973-74,4585,31e0099d-76c4-4dc4-936a-6b8ead3a9ae9
28574,French Horn,"De Intinis, Ranier",S,1973-74,4585,31e0099d-76c4-4dc4-936a-6b8ead3a9ae9
28575,French Horn,"Facenda, Aubrey",S,1973-74,4585,31e0099d-76c4-4dc4-936a-6b8ead3a9ae9
28576,Piano,"Bar-Illan, David",S,1973-74,5981,a3c64392-4141-488d-b0f0-325b0838b370
28577,Dancer,"Martins, Peter",S,1973-74,5990,7ceedfa3-1c9d-40a9-870c-d38b762a1a35
28578,Dancer,"Kirkland, Gelsey",S,1973-74,5990,7ceedfa3-1c9d-40a9-870c-d38b762a1a35
28579,Narrator,"Fairbanks, Douglas, Jr.",A,1973-74,5990,7ceedfa3-1c9d-40a9-870c-d38b762a1a35
28580,Piano,"Browning, John",S,1973-74,5996,8e91730d-da53-4ab6-9f6c-f12d530e1c95
28581,Violin,"Laredo, Jaime",S,1973-74,2950,178d6bb3-2d0c-4d3c-9a93-4a3c1a33dca0
28582,Violin,"Laredo, Jaime",S,1973-74,2957,d4acd150-0cb3-4193-a8bd-70ab5dc28419
28583,Mezzo-Soprano,"Dunn, Mignon",S,1973-74,2957,d4acd150-0cb3-4193-a8bd-70ab5dc28419
28586,Mezzo-Soprano,"Dunn, Mignon",S,1973-74,2962,cb60da39-71ac-4b5a-92a0-3975651bc29b
28595,Flute,"Baker, Julius",S,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28596,Violin,"Gullino, Frank",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28597,Viola,"Davis, Leonard",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28598,Flute,"Brook, Paige",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28599,Oboe,"Roseman, Ronald",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28600,Clarinet,"Drucker, Stanley",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28601,French Horn,"Cerminaro, John",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28602,Trumpet,"Schwarz, Gerard",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28603,Trombone,"Herman, Edward, Jr.",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28604,Piano,"Jacobs, Paul",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28605,Contrabass,"Schaeffer, John",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28609,Bassoon,"Goltzer, Harold",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28613,Soprano,"Bryn-Julson, Phyllis",S,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28614,Mezzo-Soprano,"DeGaetani, Jan",S,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28615,Baritone,"Frisch, Richard",S,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28616,Cello,"Stutch, Nathan",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28619,Piccolo,"Brook, Paige",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28621,Percussion,"Gottlieb, Gordon",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28622,Harpsichord,"Jacobs, Paul",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28623,Piano,"Kalish, Gilbert",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28624,Celeste,"Kalish, Gilbert",A,1973-74,5073,41168d3f-ce1c-4e2f-b044-fe5999346920
28625,Soprano,"Bryn-Julson, Phyllis",S,1973-74,5083,0cdba078-a603-416a-b5dc-31b38533e837
