entry_number,soloist_instrument,soloist_name,soloist_roles,season,program_id,id
27964,Clarinet,"Goodman, Benny",S,1971-72,4286,5973a669-499b-44b9-a4a8-1fd0f48f59de
27965,Violin,"Chung, Kyung-Wha",S,1971-72,13344,8f2e2058-bd9f-4639-bdce-a7b75b8684c4
27966,Jazz Sextet,Benny Goodman Sextet,S,1972-73,1178,5b971e3c-3341-4c1a-8ec8-9de39a0aa81b
27967,Piano,"Nero, Peter",S,1972-73,1178,5b971e3c-3341-4c1a-8ec8-9de39a0aa81b
27968,Clarinet,"Goodman, Benny",S,1972-73,1178,5b971e3c-3341-4c1a-8ec8-9de39a0aa81b
27969,French Horn,"Singer, Joseph",A,1971-72,13345,6b9ec3b7-d516-48fb-bdad-9d97289f3817
27970,French Horn,"Singer, Joseph",A,1972-73,1182,f9d9941a-1c8a-4015-b45d-0f72dcf480dc
27971,Cello,"Piatigorsky, Gregor",S,1972-73,6349,07a92e19-750e-445e-b3e6-6e60c40f333a
27972,Piano,"Fleisher, Leon",S,1972-73,6354,b700f3e7-5296-4b03-bfce-01af006bc60a
27973,Violin,"Druian, Rafael",S,1972-73,6359,12d9a6a2-cabb-41c6-8a33-102621ad638d
27974,Viola,"Greitzer, Sol",S,1972-73,6359,12d9a6a2-cabb-41c6-8a33-102621ad638d
27975,Violin,"Druian, Rafael",A,1972-73,5148,6f0be37c-14de-4666-ae03-a2c6e1f1478c
27976,Piano,"Beroff, Michel",A,1972-73,5148,6f0be37c-14de-4666-ae03-a2c6e1f1478c
27978,Bass,"Shirley-Quirk, John",S,1972-73,3350,98fd9f25-3cfd-450b-9d47-7b428e20feb4
27979,Trombone,"Herman, Edward, Jr.",A,1972-73,3350,98fd9f25-3cfd-450b-9d47-7b428e20feb4
27980,Trombone,"Erwin, Edward",A,1972-73,3350,98fd9f25-3cfd-450b-9d47-7b428e20feb4
27981,Trombone,"Cohen, Gilbert",A,1972-73,3350,98fd9f25-3cfd-450b-9d47-7b428e20feb4
27982,Trombone,"Ostrander, Allen",A,1972-73,3350,98fd9f25-3cfd-450b-9d47-7b428e20feb4
27983,Contrabass,"Schaeffer, John",A,1972-73,3350,98fd9f25-3cfd-450b-9d47-7b428e20feb4
27984,Organ,"Prince-Joseph, Bruce",A,1972-73,3350,98fd9f25-3cfd-450b-9d47-7b428e20feb4
27985,Tenor,"Remo, Ken",S,1972-73,3350,98fd9f25-3cfd-450b-9d47-7b428e20feb4
27987,Chorus,Westminster Choir,S,1972-73,3350,98fd9f25-3cfd-450b-9d47-7b428e20feb4
27991,Boys Choir,Little Church Around the Corner Boys' Choir,S,1972-73,3350,98fd9f25-3cfd-450b-9d47-7b428e20feb4
27992,Boys Choir,Trinity Boys' Choir,S,1972-73,3350,98fd9f25-3cfd-450b-9d47-7b428e20feb4
27993,Boys Choir,Newark Boys' Choir,S,1972-73,3350,98fd9f25-3cfd-450b-9d47-7b428e20feb4
27994,Trumpet,"Ware, John",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
27995,French Horn,"Cerminaro, John",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
27996,Trombone,"Rankin, Herbert",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
27997,Violin,"Di Cecco, Enrico",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
27998,Viola,"Newland, Larry",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
27999,Cello,"Stutch, Nathan",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
28000,Contrabass,"Candido, James V.",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
28001,Piano,"Jacobs, Paul",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
28002,Electric Organ,"Jacobs, Paul",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
28003,Flute,"Baker, Julius",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
28004,Percussion,"Gottlieb, Gordon",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
28005,Oboe,"Goltzer, Albert",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
28006,Clarinet,"Drucker, Stanley",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
28007,Bassoon,"Goltzer, Harold",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
28008,Reciter,"Eastman, Julius",S,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
28012,Piccolo,"Baker, Julius",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
28016,Harpsichord,"Jacobs, Paul",A,1972-73,4160,421a0e98-86a1-43a0-88ea-69d72fd88e42
28017,Violin,"Druian, Rafael",S,1972-73,3356,831e1e74-3e95-4633-8f8e-217c290a9eb0
28018,Oboe,"Gomberg, Harold",S,1972-73,3356,831e1e74-3e95-4633-8f8e-217c290a9eb0
28019,French Horn,"Cerminaro, John",S,1972-73,3356,831e1e74-3e95-4633-8f8e-217c290a9eb0
28020,French Horn,"De Intinis, Ranier",S,1972-73,3356,831e1e74-3e95-4633-8f8e-217c290a9eb0
28021,Piano,"Beroff, Michel",S,1972-73,3356,831e1e74-3e95-4633-8f8e-217c290a9eb0
28022,Cello,"Starker, Janos",S,1972-73,3363,a951cddf-521b-4645-b6a0-d85126c7c64d
28023,Piano,"Johannesen, Grant",S,1972-73,3372,bd26ff10-30ee-4adb-8bdd-4cddc4fc2490
28024,Violin,"Szeryng, Henryk",S,1972-73,3377,987d203e-3818-4ac4-b5e0-4c361d580483
28025,Piano,"Weissenberg, Alexis",S,1972-73,291,5c3c314b-ff38-4e89-a223-0b48bcd10466
28026,Tom Tom,"Gottlieb, Gordon",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28027,Tom Tom,"Fitz, Richard",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28028,Tom Tom,"Van Hyning, Howard",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28029,Tom Tom,"Desroches, Raymond",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28030,Piano,"Thomas, Michael Tilson",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28031,Piano,"Jacobs, Paul",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28032,Percussion,"Gottlieb, Gordon",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28033,Percussion,"Fitz, Richard",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28034,Percussion,"Van Hyning, Howard",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28035,Percussion,"Desroches, Raymond",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28036,Soprano,"Wyner, Susan Davenny",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28037,Violin,"Gordon, Kenneth",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28038,Violin,"Ravina, Oscar",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28039,Viola,"Davis, Leonard",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28040,Viola,"Lehr, Barry",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28041,Cello,"Altmann, Bernardo",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28042,Contrabass,"O'Brien, Orin",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28043,Flute,"Brook, Paige",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28044,Alto Flute,"Brook, Paige",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28045,Flute/Piccolo,"Graf, Erich",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28046,English Horn,"Stacy, Thomas",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28047,Oboe,"Stacy, Thomas",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28048,Oboe,"West, Philip",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28049,English Horn,"West, Philip",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28050,Clarinet,"Shadel, William",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28051,Clarinet,"Burgio, Michael",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28052,Bass Clarinet,"Walden, Stanley",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28053,Bassoon,"Hindell, Leonard",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28054,Bassoon,"MacCourt, Donald",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28055,Contrabassoon,"MacCourt, Donald",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28056,French Horn,"Cerminaro, John",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28057,Trumpet,"Ware, John",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28058,Trumpet,"Wise, Wilmer",A,1972-73,3477,e1be6004-bedb-4fbb-ae38-ade042464ac4
28061,Piano,"Weissenberg, Alexis",S,1972-73,4743,751b940b-8fd3-4ae7-810c-c2c9d50327e5
28063,Piano,"Frager, Malcolm",S,1972-73,302,04969991-58f1-4c85-838b-45cf0ebb0d58
28064,Piano,"Frager, Malcolm",S,1972-73,4750,0da1071a-35c6-42f1-8421-d3dceb1d5c4c
28066,Piano,"Hinderas, Natalie",S,1972-73,314,1a4fb27c-84c9-4c4e-9f87-ba4c5b7eb18f
28067,Piano,"Lowenthal, Jerome",S,1972-73,4672,069d7f02-06ae-4093-88c0-77dc886da6c2
28068,Mezzo-Soprano,"Allen, Betty",S,1972-73,4682,7e134353-23fc-4eee-b4b7-303cc7f9dbb6
28069,Tenor,"Stewart, John",S,1972-73,4682,7e134353-23fc-4eee-b4b7-303cc7f9dbb6
28070,Oboe,"Gomberg, Harold",A,1972-73,4682,7e134353-23fc-4eee-b4b7-303cc7f9dbb6
28071,Chorus,"Camerata Singers, The",S,1972-73,4682,7e134353-23fc-4eee-b4b7-303cc7f9dbb6
28074,Narrator,"Wager, Michael",S,1972-73,4682,7e134353-23fc-4eee-b4b7-303cc7f9dbb6
28077,Cello,"Munroe, Lorne",S,1972-73,4686,10d449e5-be7f-4915-b9f8-f3caa3eccf48
28078,Violin,"Druian, Rafael",A,1972-73,4686,10d449e5-be7f-4915-b9f8-f3caa3eccf48
28079,Cello,"Stutch, Nathan",A,1972-73,4686,10d449e5-be7f-4915-b9f8-f3caa3eccf48
28080,Flute,"Baker, Julius",A,1972-73,4686,10d449e5-be7f-4915-b9f8-f3caa3eccf48
28081,Clarinet,"Drucker, Stanley",A,1972-73,4686,10d449e5-be7f-4915-b9f8-f3caa3eccf48
28082,Bass Clarinet,"Freeman, Stephen",A,1972-73,4686,10d449e5-be7f-4915-b9f8-f3caa3eccf48
28083,Bassoon,"Goltzer, Harold",A,1972-73,4686,10d449e5-be7f-4915-b9f8-f3caa3eccf48
28084,Trumpet,"Ware, John",A,1972-73,4686,10d449e5-be7f-4915-b9f8-f3caa3eccf48
28085,Trombone,"Herman, Edward, Jr.",A,1972-73,4686,10d449e5-be7f-4915-b9f8-f3caa3eccf48
28086,Harp,"Rosen, Myor",A,1972-73,4686,10d449e5-be7f-4915-b9f8-f3caa3eccf48
28087,Piano,"Jacobs, Paul",A,1972-73,4686,10d449e5-be7f-4915-b9f8-f3caa3eccf48
28088,Piano,"Watts, Andre (André)",S,1972-73,974,5c5c64be-4def-42ce-a961-07769e9fccf2
28089,Piano,"Watts, Andre (André)",S,1972-73,978,735cd7fb-4496-409a-940e-58b30d9d4fab
28090,Soprano,"Grist, Reri",S,1972-73,985,6cd255a8-dd5c-44d0-99e0-204f362763f3
28091,Mezzo-Soprano,"Reynolds, Anna",S,1972-73,985,6cd255a8-dd5c-44d0-99e0-204f362763f3
28092,Tenor,"Jennings, Jerry",S,1972-73,985,6cd255a8-dd5c-44d0-99e0-204f362763f3
28093,Bass-Baritone,"Gramm, Donald",S,1972-73,985,6cd255a8-dd5c-44d0-99e0-204f362763f3
28094,Chorus,"Camerata Singers, The",S,1972-73,985,6cd255a8-dd5c-44d0-99e0-204f362763f3
28100,Tenor,"Devlin, Michael",A,1972-73,985,6cd255a8-dd5c-44d0-99e0-204f362763f3
28101,Mezzo-Soprano,"Killebrew, Gwendolyn",A,1972-73,985,6cd255a8-dd5c-44d0-99e0-204f362763f3
28102,Baritone,"Clatworthy, David",A,1972-73,985,6cd255a8-dd5c-44d0-99e0-204f362763f3
28103,Baritone,"Burrows, Arthur",A,1972-73,985,6cd255a8-dd5c-44d0-99e0-204f362763f3
28104,Tenor,"Jones, Robert",A,1972-73,985,6cd255a8-dd5c-44d0-99e0-204f362763f3
28105,Vocalist,"Perry, Douglas",A,1972-73,985,6cd255a8-dd5c-44d0-99e0-204f362763f3
28106,Soprano,"Bryn-Julson, Phyllis",S,1972-73,3002,c51003e7-c575-4b11-bab6-9dd5c1114025
28107,Alto Flute,"Brook, Paige",A,1972-73,3002,c51003e7-c575-4b11-bab6-9dd5c1114025
28108,Viola,"Becker, Eugene",A,1972-73,3002,c51003e7-c575-4b11-bab6-9dd5c1114025
28109,Harp,"Jolles, Susan",A,1972-73,3002,c51003e7-c575-4b11-bab6-9dd5c1114025
28110,Piano,"Jacobs, Paul",A,1972-73,3002,c51003e7-c575-4b11-bab6-9dd5c1114025
28111,Percussion,"Lang, Morris ""Arnie""",A,1972-73,3002,c51003e7-c575-4b11-bab6-9dd5c1114025
28112,Percussion,"Van Hyning, Howard",A,1972-73,3002,c51003e7-c575-4b11-bab6-9dd5c1114025
28115,Celeste,"Miller, Robert",A,1972-73,3002,c51003e7-c575-4b11-bab6-9dd5c1114025
28116,Vibraphone,"Lang, Morris ""Arnie""",A,1972-73,3002,c51003e7-c575-4b11-bab6-9dd5c1114025
28117,Flute,"Baker, Julius",S,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28118,Harpsichord,"Prince-Joseph, Bruce",A,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28119,Mezzo-Soprano,"DeGaetani, Jan",S,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28120,Boy Soprano,"Ulin, David",S,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28121,Oboe,"Gomberg, Harold",A,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28122,Mandolin,"Finckel, Michael",A,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28123,Harp,"Rosen, Myor",A,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28124,Piano,"Jacobs, Paul",A,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28125,Percussion,"Rosenberger, Walter",A,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28126,Percussion,"Bailey, Elden ""Buster""",A,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28127,Percussion,"Lang, Morris ""Arnie""",A,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28128,Tenor,"Best, Michael",A,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28129,Tenor,"Johnson, Robert",A,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28130,Bass,"Michalski, Raymond",A,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28131,Bass,"Shiesley, Robert",A,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28132,Cimbalom,"Koves-Steiner, Toni",A,1972-73,992,9e46617a-ba11-4d4b-8b65-473622cdf0e7
28133,String Quartet,Gramercy String Quartet,S,1972-73,997,04f2eaa5-2be7-42c3-acee-8b0da2d83133
28134,Violin,"Schiller, Allan",A,1972-73,997,04f2eaa5-2be7-42c3-acee-8b0da2d83133
28135,Violin,"Barbini, William",A,1972-73,997,04f2eaa5-2be7-42c3-acee-8b0da2d83133
28136,Viola,"Becker, Eugene",A,1972-73,997,04f2eaa5-2be7-42c3-acee-8b0da2d83133
28137,Cello,"Clement, Paul",A,1972-73,997,04f2eaa5-2be7-42c3-acee-8b0da2d83133
28138,Piano,"Serkin, Rudolf",S,1972-73,1002,c418a846-41db-47c0-8b2d-38762685204a
28139,French Horn,"Cerminaro, John",S,1972-73,1007,8d1173a8-d4cc-4d64-8e36-75338742e4db
28140,Baritone,"Nimsgern, Siegmund",S,1972-73,5356,f6938a55-c379-44a1-bd70-5838ad02bf53
28141,Other,No Soloist,S,1972-73,5356,f6938a55-c379-44a1-bd70-5838ad02bf53
28142,Other,No Soloist,S,1972-73,5361,07ced143-edc4-475a-9b8c-775d5bb08f74
28143,Piano,"Masselos, William",S,1972-73,5364,6ecb51f2-ebf4-4cef-9e09-0ed3c92d39a9
28144,Soprano,"Blegen, Judith",S,1972-73,5367,16692aaf-5980-47ef-bbb1-48d6a455bc3e
28145,Mezzo-Soprano,"Stade, Frederica von",S,1972-73,5367,16692aaf-5980-47ef-bbb1-48d6a455bc3e
28146,Tenor,"Riegel, Kenneth",S,1972-73,5367,16692aaf-5980-47ef-bbb1-48d6a455bc3e
28147,Bass-Baritone,"Estes, Simon",S,1972-73,5367,16692aaf-5980-47ef-bbb1-48d6a455bc3e
28148,Chorus,Westminster Choir,S,1972-73,5367,16692aaf-5980-47ef-bbb1-48d6a455bc3e
28150,Boys Choir,Newark Boys' Choir,S,1972-73,5367,16692aaf-5980-47ef-bbb1-48d6a455bc3e
28152,Chorus,Westminster Choir,A,1972-73,7157,1697f030-e591-4acc-834f-15df413ecabb
28155,Viola,"Greitzer, Sol",A,1972-73,7157,1697f030-e591-4acc-834f-15df413ecabb
28156,Soprano,"Blegen, Judith",A,1972-73,7157,1697f030-e591-4acc-834f-15df413ecabb
28157,Piano,"Blegen, Barbara",A,1972-73,7157,1697f030-e591-4acc-834f-15df413ecabb
28161,Violin,"Zukerman, Pinchas",S,1972-73,5372,51979032-ec26-4494-b30b-cdb8aaad2f29
28162,Cello,"Du Pre [Du Pré], Jacqueline",S,1972-73,5372,51979032-ec26-4494-b30b-cdb8aaad2f29
28163,Violin,"Zukerman, Pinchas",S,1972-73,5378,dfc9daa9-eeb7-4daf-a1b0-06c5a26cc0dc
28164,Cello,"Munroe, Lorne",S,1972-73,5378,dfc9daa9-eeb7-4daf-a1b0-06c5a26cc0dc
28165,Piano,"Bernstein, Leonard",S,1972-73,5385,d75c8400-e478-43af-b628-3eab968dadca
28166,Piano,"Barenboim, Daniel",S,1972-73,5385,d75c8400-e478-43af-b628-3eab968dadca
28167,Cello,"Munroe, Lorne",A,1972-73,5385,d75c8400-e478-43af-b628-3eab968dadca
28168,Cello,"Stutch, Nathan",A,1972-73,5385,d75c8400-e478-43af-b628-3eab968dadca
28169,French Horn,"Cerminaro, John",A,1972-73,5385,d75c8400-e478-43af-b628-3eab968dadca
28171,Violin,"Stern, Isaac",S,1972-73,5385,d75c8400-e478-43af-b628-3eab968dadca
28172,Violin,"Stern, Isaac",S,1972-73,2343,acd761c4-41d7-4a29-a5c6-7b0d81ba0060
28173,Piano,"Watts, Andre (André)",S,1972-73,2346,d5f151dd-062b-4212-b8a2-c9640e5c3707
28174,Piano,"Dichter, Misha",S,1972-73,6740,21bf1ce8-ffdc-4a72-a6f9-346b0515d2fd
28177,Piano,"Canino, Bruno",S,1972-73,2352,4181ef5b-af91-4e4a-98c6-a89ce563737c
28178,Piano,"Ballista, Antonio",S,1972-73,2352,4181ef5b-af91-4e4a-98c6-a89ce563737c
28179,Piano,"Canino, Bruno",A,1972-73,4145,b44387b6-1ad2-4621-bfba-6c96e1516d71
28180,Piano,"Ballista, Antonio",A,1972-73,4145,b44387b6-1ad2-4621-bfba-6c96e1516d71
28181,Clarinet,"Drucker, Stanley",A,1972-73,4145,b44387b6-1ad2-4621-bfba-6c96e1516d71
28184,Flute,"Baker, Julius",S,1972-73,6748,381ee063-f0fb-4991-9f5b-9c17c7146f16
28185,Harpsichord,"Prince-Joseph, Bruce",A,1972-73,6748,381ee063-f0fb-4991-9f5b-9c17c7146f16
28186,French Horn,"Cerminaro, John",S,1972-73,6748,381ee063-f0fb-4991-9f5b-9c17c7146f16
28187,Cello,"Munroe, Lorne",S,1972-73,6748,381ee063-f0fb-4991-9f5b-9c17c7146f16
28188,Narrator,"Butler, Henry",S,1972-73,2359,ee7b12f5-f247-40f7-9f0c-cca31786d9dd
28189,Soprano,"Niska, Maralin",S,1972-73,2359,ee7b12f5-f247-40f7-9f0c-cca31786d9dd
28190,Soprano,"Armstrong, Sheila",S,1972-73,2359,ee7b12f5-f247-40f7-9f0c-cca31786d9dd
28191,Soprano,"Shuttleworth, Barbara",S,1972-73,2359,ee7b12f5-f247-40f7-9f0c-cca31786d9dd
28192,Tenor,"Shirley, George",S,1972-73,2359,ee7b12f5-f247-40f7-9f0c-cca31786d9dd
28193,Tenor,"Velis, Andrea",S,1972-73,2359,ee7b12f5-f247-40f7-9f0c-cca31786d9dd
28194,Bass,"Malas, Spiro",S,1972-73,2359,ee7b12f5-f247-40f7-9f0c-cca31786d9dd
28195,Bass-Baritone,"Barbieri, Saverio",A,1972-73,2359,ee7b12f5-f247-40f7-9f0c-cca31786d9dd
28196,Vocalist,"Hawkins, Terrence",A,1972-73,2359,ee7b12f5-f247-40f7-9f0c-cca31786d9dd
28197,Vocalist,"Johnson, David Cale",A,1972-73,2359,ee7b12f5-f247-40f7-9f0c-cca31786d9dd
28198,Harpsichord,"Prince-Joseph, Bruce",A,1972-73,2359,ee7b12f5-f247-40f7-9f0c-cca31786d9dd
28199,Violin,"Ginsberg, Marc",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28200,Violin,"Whyte, Donald",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28201,Violin,"Finclair, Barry",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28202,Viola,"Nigrine, Henry",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28203,Viola,"Newland, Larry",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28204,Viola,"Lehr, Barry",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28205,Cello,"Altmann, Bernardo",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28206,Cello,"Bernsohn, Lorin",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28207,Cello,"Benedetti, Evangeline",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28208,Contrabass,"Mensch, Homer R.",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28219,Soprano,"Bryn-Julson, Phyllis",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28220,Mezzo-Soprano,"DeGaetani, Jan",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28221,Baritone,"Frisch, Richard",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28224,Flute,"Brook, Paige",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28225,Piccolo,"Brook, Paige",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28226,French Horn,"De Intinis, Ranier",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28227,Percussion,"Gottlieb, Gordon",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28228,Harpsichord,"Jacobs, Paul",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28229,Piano,"Kalish, Gilbert",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28230,Celeste,"Kalish, Gilbert",A,1972-73,1592,cdf007b4-0dcf-4e9e-9068-a7d9710edbfd
28231,String Quartet,Gramercy String Quartet,A,1972-73,4151,0eab213d-5a43-4a56-a3ed-0a7356aec086
28232,Violin,"Schiller, Allan",A,1972-73,4151,0eab213d-5a43-4a56-a3ed-0a7356aec086
28233,Violin,"Barbini, William",A,1972-73,4151,0eab213d-5a43-4a56-a3ed-0a7356aec086
28234,Viola,"Becker, Eugene",A,1972-73,4151,0eab213d-5a43-4a56-a3ed-0a7356aec086
28235,Cello,"Clement, Paul",A,1972-73,4151,0eab213d-5a43-4a56-a3ed-0a7356aec086
28241,Piano,"Jacobs, Paul",A,1972-73,4151,0eab213d-5a43-4a56-a3ed-0a7356aec086
28242,Soprano,"Armstrong, Sheila",A,1972-73,4151,0eab213d-5a43-4a56-a3ed-0a7356aec086
28244,Flute,"Brook, Paige",A,1972-73,4151,0eab213d-5a43-4a56-a3ed-0a7356aec086
28245,Flute,"Morris, Robert",A,1972-73,4151,0eab213d-5a43-4a56-a3ed-0a7356aec086
28246,Clarinet,"Drucker, Stanley",A,1972-73,4151,0eab213d-5a43-4a56-a3ed-0a7356aec086
28247,Clarinet,"Freeman, Stephen",A,1972-73,4151,0eab213d-5a43-4a56-a3ed-0a7356aec086
28248,Bass Clarinet,"Freeman, Stephen",A,1972-73,4151,0eab213d-5a43-4a56-a3ed-0a7356aec086
28266,Violin,"Druian, Rafael",S,1972-73,6685,4dca6554-a083-4d3e-bba6-7c71490c19bc
28267,Violin,"Druian, Rafael",A,1972-73,6692,034ec519-d398-4fd5-85c7-18c2807bad4f
28268,Cello,"Munroe, Lorne",A,1972-73,6692,034ec519-d398-4fd5-85c7-18c2807bad4f
28269,Oboe,"Gomberg, Harold",A,1972-73,6692,034ec519-d398-4fd5-85c7-18c2807bad4f
28270,Bassoon,"Zegler, Manuel",A,1972-73,6692,034ec519-d398-4fd5-85c7-18c2807bad4f
28271,Piano,"Argerich, Martha",S,1972-73,6692,034ec519-d398-4fd5-85c7-18c2807bad4f
28272,Guest Orchestra,All-City High School Orchestra,S,1972-73,3732,1889674e-8dbd-4c74-91ce-580a4ee92730
28273,Orchestra,All-City High School Orchestra,S,1972-73,3732,1889674e-8dbd-4c74-91ce-580a4ee92730
28275,English Horn,"Stacy, Thomas",S,1972-73,6694,ce25d8c5-e8d8-4857-8315-d6b0608d352b
28276,Violin,"Perlman, Itzhak",S,1972-73,6697,db2dfdf2-f3d5-48af-89a9-d96858b0194f
28277,English Horn,"Stacy, Thomas",S,1972-73,6702,136ea3bd-4a3c-4521-a14d-f00a77be75f9
28278,Piano,"Firkusny, Rudolf",S,1972-73,3683,f62d8022-bf53-4c4c-826a-bcd231bad000
28279,Flute,"Brook, Paige",A,1972-73,3683,f62d8022-bf53-4c4c-826a-bcd231bad000
28280,Piccolo,"Brook, Paige",A,1972-73,3683,f62d8022-bf53-4c4c-826a-bcd231bad000
28281,Trumpet,"Ware, John",A,1972-73,3683,f62d8022-bf53-4c4c-826a-bcd231bad000
28282,Trumpet,"Fornarotto, Carmine",A,1972-73,3683,f62d8022-bf53-4c4c-826a-bcd231bad000
28283,Trombone,"Herman, Edward, Jr.",A,1972-73,3683,f62d8022-bf53-4c4c-826a-bcd231bad000
28284,Trombone,"Cohen, Gilbert",A,1972-73,3683,f62d8022-bf53-4c4c-826a-bcd231bad000
